tracking_id FPKM locus gene_id tracking_id
gene:AT1G01720 9.02228 1:270066-270517 gene:AT1G01720 gene:AT1G01740
gene:AT1G04047 1.39153 1:270796-272189 gene:AT1G04047 gene:AT1G01720
gene:AT1G01730 14.6356 1:291593-292061 gene:AT1G01730 gene:AT1G04047
gene:AT1G01620 229.668 1:295206-295859 gene:AT1G04063 gene:AT1G01730
gene:AT1G04063 0 1:293245-295086 gene:AT1G01810 gene:AT1G04063
gene:AT1G01810 0.808165 1:296000-298334 gene:AT1G01800 gene:AT1G01810
gene:AT1G01820 19.2173 1:306383-306456 gene:AT1G01820 gene:AT1G01820
gene:AT1G01870 0 1:306466-309541 gene:AT1G01870 gene:AT1G01870
gene:AT1G01800 45.0227 1:309274-309347 gene:AT1G01880 gene:AT1G01800
gene:AT1G01880 0.901675 1:298450-302310 gene:AT1G01890 gene:AT1G01880
gene:AT1G01890 0 1:303462-303977 gene:AT1G04067 gene:AT1G01890
gene:AT1G01830 11.7499 1:304132-306310 gene:AT1G01860 gene:AT1G01830
gene:AT1G04067 1.35002 1:303536-304358 gene:AT1G01840 gene:AT1G04067
gene:AT1G01860 7.48106 1:304480-304713 gene:AT1G04073 gene:AT1G01860
gene:AT1G01840 3.13196 1:120153-121130 gene:AT1G01830 gene:AT1G01840
gene:AT1G04073 0.663806 1:121066-130577 gene:AT1G01930 gene:AT1G04073
gene:AT1G01930 5.43688 1:319768-322895 gene:AT1G01940 gene:AT1G01930
gene:AT1G01940 13.9455 1:322885-324917 gene:AT1G01980 gene:AT1G01940
gene:AT1G01980 0.147348 1:284349-291203 gene:AT1G01970 gene:AT1G01980
gene:AT1G01970 25.3051 1:340107-342040 gene:AT1G01990 gene:AT1G01990
gene:AT1G01990 15.2377 1:342917-344400 gene:AT1G01790 gene:AT1G02000
gene:AT1G02000 7.1328 1:345515-347603 gene:AT1G02000 gene:AT1G01970
gene:AT1G01790 31.7623 1:338240-340088 gene:AT1G02040 gene:AT1G02040
gene:AT1G02040 0 1:357905-359078 gene:AT1G01950 gene:AT1G02050
gene:AT1G02050 4.23556 1:325315-330619 gene:AT1G01960 gene:AT1G02060
gene:AT1G01950 6.08623 1:330587-337912 gene:AT1G02050 gene:AT1G01900
gene:AT1G01960 10.1245 1:359116-360746 gene:AT1G02060 gene:AT1G04083
gene:AT1G02060 1.81172 1:360917-363142 gene:AT1G02070 gene:AT1G01920
gene:AT1G02070 0.980419 1:310168-313130 gene:AT1G02010 gene:AT1G04077
gene:AT1G02065 1.59126 1:314188-314463 gene:AT1G02020 gene:AT1G01910
gene:AT1G02067 1.03715 1:315982-319667 gene:AT1G02030 gene:AT1G01950
gene:AT1G02020 7.21324 1:311827-312884 gene:AT1G01900 gene:AT1G01960
gene:AT1G02030 0.0440639 1:313100-316090 gene:AT1G04083 gene:AT1G01790
gene:AT1G02010 5.90135 1:370194-371090 gene:AT1G01920 gene:AT1G02020
gene:AT1G01900 2.0962 1:352611-355124 gene:AT1G04077 gene:AT1G02030
gene:AT1G04083 0.41365 1:355123-357258 gene:AT1G01910 gene:AT1G02070
gene:AT1G01920 4.75258 1:347612-352545 gene:AT1G02065 gene:AT1G02065
gene:AT1G04077 3.85808 1:365164-367443 gene:AT1G02067 gene:AT1G02067
gene:AT1G01910 23.4296 1:366944-367166 gene:AT1G02110 gene:AT1G02010
gene:AT1G02090 24.3846 1:392830-395528 gene:AT1G02100 gene:AT1G02090
gene:AT1G02110 14.0331 1:387276-389808 gene:AT1G04087 gene:AT1G02110
gene:AT1G02100 16.315 1:389811-392816 gene:AT1G01470 gene:AT1G02100
gene:AT1G02080 8.83291 1:373334-386913 gene:AT1G02090 gene:AT1G02080
gene:AT1G04087 0 1:402085-402294 gene:AT1G02080 gene:AT1G04087
gene:AT1G02140 81.8208 1:403099-404456 gene:AT1G02120 gene:AT1G02140
gene:AT1G02145 8.50754 1:404599-408619 gene:AT1G02130 gene:AT1G02145
gene:AT1G02120 31.4148 1:395688-400001 gene:AT1G02140 gene:AT1G02160
gene:AT1G02130 35.1405 1:399982-401919 gene:AT1G02145 gene:AT1G02120
gene:AT1G02160 32.0307 1:410743-411632 gene:AT1G02160 gene:AT1G02130
gene:AT1G02190 0.434869 1:415073-418027 gene:AT1G02190 gene:AT1G02190
gene:AT1G02150 52.7486 1:411663-413554 gene:AT1G02150 gene:AT1G02150
gene:AT1G02170 14.8975 1:413521-414649 gene:AT1G02170 gene:AT1G04093
gene:AT1G02180 9.27765 1:427547-427811 gene:AT1G02180 gene:AT1G02210
gene:AT1G04093 0 1:424665-425164 gene:AT1G02210 gene:AT1G02250
gene:AT1G02210 0 1:437859-439559 gene:AT1G04093 gene:AT1G02170
gene:AT1G02250 0 1:428649-430720 gene:AT1G02230 gene:AT1G02180
gene:AT1G02230 0.307869 1:434964-436922 gene:AT1G02250 gene:AT1G02230
gene:AT1G02220 3.20195 1:408621-410680 gene:AT1G02220 gene:AT1G02220
gene:AT1G02260 2.59061 1:440199-442972 gene:AT1G02260 gene:AT1G02260
gene:AT1G02270 9.75408 1:443117-446296 gene:AT1G02290 gene:AT1G02205
gene:AT1G02290 4.93448 1:418415-422579 gene:AT1G02300 gene:AT1G02270
gene:AT1G02300 6.42563 1:450460-452743 gene:AT1G02270 gene:AT1G02290
gene:AT1G02280 48.5075 1:453106-455519 gene:AT1G02350 gene:AT1G02300
gene:AT1G02205 32.891 1:463753-464981 gene:AT1G02335 gene:AT1G02335
gene:AT1G02335 1.32099 1:469817-470693 gene:AT1G02280 gene:AT1G02350
gene:AT1G02350 2.06166 1:465615-467880 gene:AT1G02340 gene:AT1G02340
gene:AT1G02340 5.00121 1:471882-473336 gene:AT1G02360 gene:AT1G02370
gene:AT1G02360 1.87354 1:476944-479112 gene:AT1G02380 gene:AT1G02380
gene:AT1G02380 1.51041 1:480649-483373 gene:AT1G02370 gene:AT1G02360
gene:AT1G02370 3.36155 1:474372-476612 gene:AT1G02390 gene:AT1G02390
gene:AT1G02390 1.22786 1:486799-489651 gene:AT1G02405 gene:AT1G02280
gene:AT1G02405 1.262 1:448422-450426 gene:AT1G02450 gene:AT1G02405
gene:AT1G02400 1.11402 1:489873-490627 gene:AT1G02440 gene:AT1G02440
gene:AT1G02440 0.0739815 1:496371-497555 gene:AT1G02400 gene:AT1G02450
gene:AT1G02450 2.10668 1:497916-498539 gene:AT1G02460 gene:AT1G02460
gene:AT1G02460 0.49893 1:504462-507268 gene:AT1G02480 gene:AT1G02305
gene:AT1G02410 15.3627 1:490859-492979 gene:AT1G02490 gene:AT1G04103
gene:AT1G02480 0 1:515493-515566 gene:AT1G02410 gene:AT1G02320
gene:AT1G02490 0.340297 1:493638-495158 gene:AT1G02420 gene:AT1G04097
gene:AT1G02420 0.401282 1:495886-496190 gene:AT1G04123 gene:AT1G02310
gene:AT1G04123 0.325124 1:494007-495548 gene:AT1G04117 gene:AT1G02330
gene:AT1G04117 2.1258 1:495049-496332 gene:AT1G02430 gene:AT1G02410
gene:AT1G02430 0.233404 1:516568-516866 gene:AT1G02305 gene:AT1G02400
gene:AT1G02305 38.2489 1:455687-458164 gene:AT1G04103 gene:AT1G02420
gene:AT1G04103 0 1:459121-461921 gene:AT1G02320 gene:AT1G04123
gene:AT1G02320 0 1:461827-461974 gene:AT1G04097 gene:AT1G04117
gene:AT1G04097 0.29241 1:455879-456198 gene:AT1G02310 gene:AT1G02430
gene:AT1G02310 0.0709794 1:458132-460831 gene:AT1G02330 gene:AT1G02480
gene:AT1G02330 17.2334 1:461945-463618 gene:AT1G02470 gene:AT1G02490
gene:AT1G02470 0.602149 1:511764-513721 gene:AT1G02475 gene:AT1G02470
gene:AT1G02475 33.2793 1:513698-515422 gene:AT1G02510 gene:AT1G02475
gene:AT1G02510 0 1:520497-521668 gene:AT1G02540 gene:AT1G02510
gene:AT1G02540 0 1:534826-535699 gene:AT1G02550 gene:AT1G02540
gene:AT1G02550 0 1:536482-537211 gene:AT1G02530 gene:AT1G02520
gene:AT1G02530 0.12071 1:529678-534677 gene:AT1G02520 gene:AT1G02550
gene:AT1G02520 0.122637 1:523535-529069 gene:AT1G02205 gene:AT1G02530
gene:AT1G02570 0 1:518090-520495 gene:AT1G02500 gene:AT1G02570
gene:AT1G02575 0 1:541235-542245 gene:AT1G02570 gene:AT1G02575
gene:AT1G04127 0 1:543010-544057 gene:AT1G02575 gene:AT1G04127
gene:AT1G02580 0.0262563 1:551288-551529 gene:AT1G04127 gene:AT1G02580
gene:AT1G02590 0 1:544732-549202 gene:AT1G02580 gene:AT1G02500
gene:AT1G02600 0 1:552137-552761 gene:AT1G02590 gene:AT1G02590
gene:AT1G02610 2.26568 1:552639-552711 gene:AT1G02600 gene:AT1G02600
gene:AT1G04137 0 1:553018-556152 gene:AT1G02610 gene:AT1G02610
gene:AT1G02500 194.521 1:557091-558774 gene:AT1G02620 gene:AT1G04137
gene:AT1G02630 1.97499 1:558070-558492 gene:AT1G04133 gene:AT1G02620
gene:AT1G02620 0.107111 1:559734-560251 gene:AT1G04137 gene:AT1G04133
gene:AT1G04133 0 1:560609-562598 gene:AT1G02640 gene:AT1G02640
gene:AT1G02650 0.26177 1:568557-570554 gene:AT1G02650 gene:AT1G02630
gene:AT1G02640 3.90793 1:564017-567771 gene:AT1G02630 gene:AT1G02650
gene:AT1G02660 1.16639 1:571825-575085 gene:AT1G04143 gene:AT1G04143
gene:AT1G04143 0 1:583470-583860 gene:AT1G02680 gene:AT1G02680
gene:AT1G02680 10.8486 1:580624-582310 gene:AT1G02660 gene:AT1G02700
gene:AT1G02700 0.0730348 1:588002-589480 gene:AT1G02700 gene:AT1G02690
gene:AT1G02670 0.316012 1:575921-580532 gene:AT1G02670 gene:AT1G02670
gene:AT1G02690 4.78375 1:589583-590406 gene:AT1G02720 gene:AT1G02705
gene:AT1G02705 3.46461 1:589705-589996 gene:AT1G02705 gene:AT1G02710
gene:AT1G02710 2.01282 1:584133-587327 gene:AT1G02710 gene:AT1G02660
gene:AT1G02720 5.3358 1:591681-594264 gene:AT1G02690 gene:AT1G02730
gene:AT1G02740 3.98601 1:599329-602199 gene:AT1G02730 gene:AT1G02720
gene:AT1G02760 0 1:594501-598657 gene:AT1G02740 gene:AT1G02740
gene:AT1G02770 0.0407474 1:604401-604474 gene:AT1G02760 gene:AT1G02760
gene:AT1G02730 9.30158 1:604872-606708 gene:AT1G02770 gene:AT1G02560
gene:AT1G02750 7.24629 1:602488-604387 gene:AT1G02750 gene:AT1G02770
gene:AT1G02560 175.704 1:537739-540127 gene:AT1G02560 gene:AT1G02750
gene:AT1G02790 0.0285622 1:610362-612324 gene:AT1G02790 gene:AT1G02790
gene:AT1G02813 0 1:620677-621329 gene:AT1G02813 gene:AT1G02810
gene:AT1G02810 0.463379 1:613196-616231 gene:AT1G02800 gene:AT1G02800
gene:AT1G02800 3.05153 1:618060-620502 gene:AT1G02810 gene:AT1G02813
gene:AT1G02816 7.25737 1:621452-623054 gene:AT1G02816 gene:AT1G02816
gene:AT1G02830 0 1:625083-625608 gene:AT1G02780 gene:AT1G02780
gene:AT1G02820 100.915 1:623655-624567 gene:AT1G02830 gene:AT1G02830
gene:AT1G02850 1.21891 1:630373-633420 gene:AT1G02850 gene:AT1G02850
gene:AT1G02860 5.56221 1:653603-654457 gene:AT1G02860 gene:AT1G02860
gene:AT1G04147 0.402425 1:635143-637262 gene:AT1G04147 gene:AT1G04147
gene:AT1G02870 21.2547 1:636336-636614 gene:AT1G02870 gene:AT1G02870
gene:AT1G04153 0.299595 1:637213-638681 gene:AT1G04153 gene:AT1G04153
gene:AT1G02900 4.43546 1:637771-638231 gene:AT1G02900 gene:AT1G02900
gene:AT1G02880 14.0329 1:642504-644903 gene:AT1G02880 gene:AT1G02840
gene:AT1G02890 10.5089 1:645083-652001 gene:AT1G02840 gene:AT1G02880
gene:AT1G02840 46.0119 1:626638-629993 gene:AT1G02890 gene:AT1G02890
gene:AT1G02920 23.0697 1:655567-658216 gene:AT1G02910 gene:AT1G02920
gene:AT1G02910 27.4243 1:658577-659980 gene:AT1G02920 gene:AT1G02940
gene:AT1G02940 0.908854 1:662962-664290 gene:AT1G02820 gene:AT1G02965
gene:AT1G02965 0 1:671660-672814 gene:AT1G02965 gene:AT1G02970
gene:AT1G02970 1.12816 1:673305-676419 gene:AT1G02940 gene:AT1G02950
gene:AT1G02950 1.23806 1:665118-666471 gene:AT1G02970 gene:AT1G02952
gene:AT1G02952 0 1:665353-666367 gene:AT1G02950 gene:AT1G02910
gene:AT1G02930 48.1553 1:697918-698591 gene:AT1G02952 gene:AT1G02930
gene:AT1G03020 0.948391 1:666806-669919 gene:AT1G03010 gene:AT1G02960
gene:AT1G03010 0.769634 1:693189-696504 gene:AT1G03020 gene:AT1G03020
gene:AT1G03000 5.34635 1:687794-692660 gene:AT1G02960 gene:AT1G03000
gene:AT1G02960 6.46239 1:607798-609534 gene:AT1G03000 gene:AT1G03010
gene:AT1G02780 652.119 1:707484-710041 gene:AT1G03050 gene:AT1G02820
gene:AT1G02980 0 1:710017-711857 gene:AT1G03055 gene:AT1G03050
gene:AT1G02990 3.00714 1:677359-681378 gene:AT1G03103 gene:AT1G03055
gene:AT1G03050 0 1:681330-687385 gene:AT1G03106 gene:AT1G02980
gene:AT1G03055 7.54209 1:747196-748057 gene:AT1G03120 gene:AT1G02990
gene:AT1G03030 7.48931 1:748100-749034 gene:AT1G02980 gene:AT1G03030
gene:AT1G03040 21.7614 1:701364-703929 gene:AT1G02990 gene:AT1G03040
gene:AT1G03103 0 1:703846-706689 gene:AT1G03110 gene:AT1G03106
gene:AT1G03106 0 1:752190-753140 gene:AT1G03090 gene:AT1G03103
gene:AT1G03120 0.756026 1:749245-751976 gene:AT1G04163 gene:AT1G03120
gene:AT1G03110 7.38643 1:739543-744184 gene:AT1G04157 gene:AT1G03110
gene:AT1G03090 6.92113 1:744723-746147 gene:AT1G03100 gene:AT1G03090
gene:AT1G04163 7.4655e-22 1:742297-742522 gene:AT1G03060 gene:AT1G04163
gene:AT1G04157 0 1:743884-746701 gene:AT1G03030 gene:AT1G04157
gene:AT1G03100 0.48386 1:661087-662475 gene:AT1G03040 gene:AT1G03100
gene:AT1G03060 3.79073 1:729829-731565 gene:AT1G03070 gene:AT1G03060
gene:AT1G03070 0.360245 1:731553-738306 gene:AT1G03080 gene:AT1G03070
gene:AT1G03080 9.38488 1:712439-727553 gene:AT1G04167 gene:AT1G03080
gene:AT1G04167 0 1:760883-761099 gene:AT1G03150 gene:AT1G04167
gene:AT1G03150 14.4487 1:756413-758678 gene:AT1G03170 gene:AT1G03150
gene:AT1G03170 0.404775 1:768375-770684 gene:AT1G03165 gene:AT1G04177
gene:AT1G03165 0.712109 1:766335-767324 gene:AT1G04173 gene:AT1G03170
gene:AT1G04173 0 1:767036-767385 gene:AT1G04177 gene:AT1G03165
gene:AT1G04177 0 1:780106-780409 gene:AT1G03130 gene:AT1G04173
gene:AT1G03180 2.35245 1:773357-775362 gene:AT1G03140 gene:AT1G03190
gene:AT1G03190 3.07924 1:775526-780062 gene:AT1G03180 gene:AT1G03180
gene:AT1G03200 1.63372 1:792221-793060 gene:AT1G03190 gene:AT1G03200
gene:AT1G03210 11.9178 1:780518-782946 gene:AT1G03230 gene:AT1G03210
gene:AT1G03240 0 1:782903-784346 gene:AT1G03200 gene:AT1G03240
gene:AT1G03230 10.4422 1:789819-791689 gene:AT1G03210 gene:AT1G03220
gene:AT1G03220 24.7803 1:786831-788722 gene:AT1G03220 gene:AT1G03230
gene:AT1G03260 5.47713 1:799114-802625 gene:AT1G03240 gene:AT1G03270
gene:AT1G03270 2.68751 1:795448-798491 gene:AT1G03160 gene:AT1G03260
gene:AT1G03250 20.6349 1:793314-795403 gene:AT1G03270 gene:AT1G03160
gene:AT1G03160 17.4607 1:753306-754262 gene:AT1G03260 gene:AT1G03250
gene:AT1G03280 11.1613 1:754260-756303 gene:AT1G03280 gene:AT1G03280
gene:AT1G03320 0.0816611 1:761260-766194 gene:AT1G03320 gene:AT1G03320
gene:AT1G03325 0 1:802969-807066 gene:AT1G03325 gene:AT1G03325
gene:AT1G03340 0.550622 1:816988-817767 gene:AT1G03250 gene:AT1G03340
gene:AT1G03330 36.2567 1:817052-817178 gene:AT1G03340 gene:AT1G03330
gene:AT1G03290 9.42452 1:819611-821476 gene:AT1G03330 gene:AT1G03360
gene:AT1G03300 1.9954e-41 1:807360-813216 gene:AT1G03310 gene:AT1G03290
gene:AT1G03360 7.16221 1:811032-813086 gene:AT1G03350 gene:AT1G03300
gene:AT1G03350 21.1137 1:817933-819563 gene:AT1G03360 gene:AT1G03310
gene:AT1G03310 22.3052 1:813412-816812 gene:AT1G03365 gene:AT1G03350
gene:AT1G03365 5.1841 1:824516-826399 gene:AT1G03290 gene:AT1G03365
gene:AT1G03370 5.97023 1:822581-824410 gene:AT1G03300 gene:AT1G03370
gene:AT1G03380 9.50687 1:826522-830393 gene:AT1G03370 gene:AT1G03130
gene:AT1G03395 0 1:830549-835411 gene:AT1G03380 gene:AT1G03140
gene:AT1G03390 0 1:835766-841373 gene:AT1G03395 gene:AT1G03380
gene:AT1G03400 27.9617 1:841676-842158 gene:AT1G03390 gene:AT1G03395
gene:AT1G03445 0.0183951 1:841032-842418 gene:AT1G03445 gene:AT1G03390
gene:AT1G03440 7.0731 1:842658-844251 gene:AT1G03440 gene:AT1G03400
gene:AT1G03430 12.2998 1:854409-859701 gene:AT1G03457 gene:AT1G03445
gene:AT1G03470 2.50431 1:852150-854297 gene:AT1G03400 gene:AT1G03430
gene:AT1G03457 3.06278 1:847792-849621 gene:AT1G03430 gene:AT1G03440
gene:AT1G03410 3.65608 1:860760-864372 gene:AT1G03470 gene:AT1G03457
gene:AT1G04183 17.9204 1:865894-867733 gene:AT1G03410 gene:AT1G03470
gene:AT1G03490 0 1:844435-847683 gene:AT1G04183 gene:AT1G03410
gene:AT1G04187 0 1:845676-847683 gene:AT1G03490 gene:AT1G04183
gene:AT1G04193 0 1:871873-872906 gene:AT1G02930 gene:AT1G03490
gene:AT1G03502 0 1:875055-875189 gene:AT1G04187 gene:AT1G04187
gene:AT1G03506 0 1:875223-875340 gene:AT1G04193 gene:AT1G04193
gene:AT1G03495 9.3316 1:875357-875471 gene:AT1G03502 gene:AT1G03502
gene:AT1G04197 0 1:875517-875604 gene:AT1G03506 gene:AT1G03506
gene:AT1G03515 0 1:875678-875823 gene:AT1G03495 gene:AT1G04197
gene:AT1G03510 0.466371 1:873165-874476 gene:AT1G04197 gene:AT1G03495
gene:AT1G03540 0.369208 1:877647-877719 gene:AT1G03475 gene:AT1G03515
gene:AT1G03530 3.49305 1:876086-877556 gene:AT1G03510 gene:AT1G03510
gene:AT1G03520 5.98858 1:877860-880259 gene:AT1G03515 gene:AT1G03540
gene:AT1G03570 0 1:883682-885611 gene:AT1G03520 gene:AT1G03530
gene:AT1G03560 3.77393 1:880383-883599 gene:AT1G03540 gene:AT1G03520
gene:AT1G03475 84.3412 1:892513-892585 gene:AT1G03570 gene:AT1G03570
gene:AT1G03590 6.4758 1:890154-892492 gene:AT1G03560 gene:AT1G03560
gene:AT1G03550 5.10355 1:894237-897718 gene:AT1G03590 gene:AT1G03590
gene:AT1G03545 0.836654 1:868852-871308 gene:AT1G03530 gene:AT1G03475
gene:AT1G03130 1678.51 1:885622-887956 gene:AT1G03550 gene:AT1G03550
gene:AT1G03140 25.3309 1:885940-887972 gene:AT1G03545 gene:AT1G03545
