tracking_id FPKM locus gene_id tracking_id
gene:Os01g0110600 1.01774e-06 1:554024-558015 gene:Os01g0110500 gene:Os01g0110500
gene:Os01g0110400 17.5231 1:554333-557257 gene:Os01g0110600 gene:Os01g0110600
gene:Os01g0109700 34.2175 1:585875-586445 gene:Os01g0111000 gene:Os01g0111000
gene:Os01g0111000 0 1:586444-587696 gene:Os01g0111100 gene:Os01g0111100
gene:Os01g0111100 37.3069 1:513889-522448 gene:Os01g0109700 gene:Os01g0109700
gene:Os01g0111300 6.96444 1:597008-597804 gene:Os01g0111300 gene:Os01g0111300
gene:Os01g0111500 0 1:603642-605643 gene:Os01g0111500 gene:Os01g0111500
gene:Os01g0111700 0.0872086 1:612563-615631 gene:Os01g0111600 gene:Os01g0111600
gene:Os01g0111600 0 1:620571-621516 gene:Os01g0111700 gene:Os01g0111700
gene:Os01g0111800 6.72506 1:624086-624759 gene:Os01g0111200 gene:Os01g0112000
gene:Os01g0112000 0 1:598289-601467 gene:Os01g0112000 gene:Os01g0111800
gene:Os01g0112050 0 1:588916-593714 gene:Os01g0111900 gene:Os01g0111200
gene:Os01g0111400 4.43624 1:625985-627009 gene:Os01g0111800 gene:Os01g0111400
gene:Os01g0111900 19.528 1:632138-632790 gene:Os01g0111400 gene:Os01g0111900
gene:Os01g0111200 27.2063 1:634039-634757 gene:Os01g0112050 gene:Os01g0112050
gene:Os01g0112400 0.118925 1:645597-646722 gene:Os01g0112400 gene:Os01g0112400
gene:Os01g0112300 3.17558 1:640697-644217 gene:Os01g0112300 gene:Os01g0112300
gene:Os01g0112100 0.495932 1:689787-693923 gene:Os01g0112100 gene:Os01g0112100
gene:Os01g0112201 1.85409e-06 1:677028-677602 gene:Os01g0112201 gene:Os01g0112201
gene:Os01g0112600 0 1:700532-706399 gene:Os01g0112800 gene:Os01g0112600
gene:Os01g0112800 0 1:648287-651869 gene:Os01g0112600 gene:Os01g0112800
gene:Os01g0113150 0 1:635324-639015 gene:Os01g0112500 gene:Os01g0113150
gene:Os01g0113000 0.207678 1:637961-639060 gene:Os01g0113150 gene:Os01g0113200
gene:Os01g0113200 0.355342 1:710955-714232 gene:Os01g0113200 gene:Os01g0113000
gene:Os01g0112500 32.1608 1:720672-723317 gene:Os01g0113000 gene:Os01g0112500
gene:Os01g0113300 2.22489e-05 1:723692-726099 gene:Os01g0113300 gene:Os01g0113300
gene:Os01g0113325 0.22485 1:723735-725885 gene:Os01g0113325 gene:Os01g0113325
gene:Os01g0113800 1.12797 1:756220-756901 gene:Os01g0113800 gene:Os01g0113800
gene:Os01g0113600 0.354496 1:760694-760756 gene:Os01g0113600 gene:Os01g0114050
gene:Os01g0113650 0.279206 1:745451-748945 gene:Os01g0113650 gene:Os01g0114000
gene:Os01g0114050 0 1:742859-745177 gene:Os01g0114000 gene:Os01g0113600
gene:Os01g0114000 0.0470939 1:742882-745165 gene:Os01g0114050 gene:Os01g0113650
gene:Os01g0113700 1.77563 1:738282-741797 gene:Os01g0113700 gene:Os01g0113700
gene:Os01g0113750 0.150626 1:738907-740898 gene:Os01g0113750 gene:Os01g0113750
gene:Os01g0113900 7.91153 1:752079-754992 gene:Os01g0113900 gene:Os01g0113900
gene:Os01g0113950 6.0162e-06 1:752188-754829 gene:Os01g0113950 gene:Os01g0113950
gene:Os01g0113350 2.35974 1:728967-731172 gene:Os01g0113350 gene:Os01g0114100
gene:Os01g0113450 0.129414 1:731488-733719 gene:Os01g0113450 gene:Os01g0114150
gene:Os01g0113500 3.06627 1:734070-737556 gene:Os01g0113500 gene:Os01g0113350
gene:Os01g0113400 2.79729 1:731149-738020 gene:Os01g0113400 gene:Os01g0113450
gene:Os01g0114100 6.74759 1:782764-784932 gene:Os01g0114100 gene:Os01g0113500
gene:Os01g0114150 0.876617 1:789713-792435 gene:Os01g0114150 gene:Os01g0113400
gene:Os01g0114550 0.149213 1:767180-769673 gene:Os01g0114700 gene:Os01g0114550
gene:Os01g0114700 0 1:767383-769651 gene:Os01g0114550 gene:Os01g0114700
gene:Os01g0114400 0 1:774726-775743 gene:Os01g0114400 gene:Os01g0114400
gene:Os01g0114402 0 1:774847-779158 gene:Os01g0114402 gene:Os01g0114402
gene:Os01g0115100 2.19498 1:770283-774374 gene:Os01g0114600 gene:Os01g0114600
gene:Os01g0114800 0.0221457 1:770331-773829 gene:Os01g0114650 gene:Os01g0114650
gene:Os01g0114900 0 1:792454-796419 gene:Os01g0114200 gene:Os01g0114800
gene:Os01g0115600 0.470132 1:794498-795413 gene:Os01g0114300 gene:Os01g0114900
gene:Os01g0114200 0.962982 1:786372-788619 gene:Os01g0115100 gene:Os01g0115100
gene:Os01g0114300 9.12714 1:786400-788484 gene:Os01g0114800 gene:Os01g0115600
gene:Os01g0114600 5.30768e-05 1:804096-806932 gene:Os01g0114900 gene:Os01g0115300
gene:Os01g0114650 0.948201 1:843529-847399 gene:Os01g0115300 gene:Os01g0115200
gene:Os01g0115300 3.68846 1:808173-810139 gene:Os01g0115200 gene:Os01g0114200
gene:Os01g0115200 5.09803e-08 1:808372-808859 gene:Os01g0115600 gene:Os01g0114300
gene:Os01g0115500 0 1:851834-854599 gene:Os01g0115500 gene:Os01g0115500
gene:Os01g0115566 1.16574 1:852274-854570 gene:Os01g0115566 gene:Os01g0115566
gene:Os01g0115533 6.60817e-08 1:872457-874817 gene:Os01g0115533 gene:Os01g0115533
gene:Os01g0115700 2.09808 1:872508-874697 gene:Os01g0115700 gene:Os01g0115700
gene:Os01g0115725 0.347451 1:857789-860739 gene:Os01g0115725 gene:Os01g0115725
gene:Os01g0115750 4.60424 1:857904-860521 gene:Os01g0115750 gene:Os01g0115750
gene:Os01g0115752 8.09312e-06 1:862578-865249 gene:Os01g0115752 gene:Os01g0115752
gene:Os01g0116300 0.836903 1:863114-865183 gene:Os01g0116300 gene:Os01g0115800
gene:Os01g0116000 0 1:839808-840828 gene:Os01g0116000 gene:Os01g0115950
gene:Os01g0116101 0 1:842001-842757 gene:Os01g0116101 gene:Os01g0116300
gene:Os01g0116200 0 1:839878-842743 gene:Os01g0116200 gene:Os01g0116000
gene:Os01g0116250 0 1:865785-869533 gene:Os01g0116250 gene:Os01g0116101
gene:Os01g0115800 5.08559 1:865791-869367 gene:Os01g0115800 gene:Os01g0116200
gene:Os01g0115950 0.402355 1:915604-917636 gene:Os01g0115950 gene:Os01g0116250
gene:Os01g0116100 1.38645e-06 1:911734-914246 gene:Os01g0116100 gene:Os01g0116400
gene:Os01g0115900 5.31019 1:911977-914143 gene:Os01g0115900 gene:Os01g0116650
gene:Os01g0116400 11.1916 1:921077-923630 gene:Os01g0116400 gene:Os01g0116100
gene:Os01g0116650 0.108715 1:921295-923591 gene:Os01g0116650 gene:Os01g0115900
gene:Os01g0117000 1.23877 1:976765-977218 gene:Os01g0117266 gene:Os01g0117266
gene:Os01g0117025 0.0660445 1:979237-980546 gene:Os01g0117300 gene:Os01g0117300
gene:Os01g0117300 0.704644 1:987675-990745 gene:Os01g0117500 gene:Os01g0117000
gene:Os01g0117266 0.379984 1:957906-960626 gene:Os01g0117050 gene:Os01g0117025
gene:Os01g0117500 0.677026 1:957951-960545 gene:Os01g0117100 gene:Os01g0117500
gene:Os01g0117050 2.35638 1:961334-961973 gene:Os01g0117000 gene:Os01g0117050
gene:Os01g0117100 5.37423 1:961798-965151 gene:Os01g0117025 gene:Os01g0117100
gene:Os01g0117200 0.514662 1:969339-973327 gene:Os01g0117200 gene:Os01g0117200
gene:Os01g0117233 1.44549 1:969538-970666 gene:Os01g0117233 gene:Os01g0117233
gene:Os01g0117400 2.03445 1:984509-985133 gene:Os01g0117400 gene:Os01g0117400
gene:Os01g0117450 0.264881 1:984535-986741 gene:Os01g0117450 gene:Os01g0117450
gene:Os01g0117700 0.244808 1:997917-1000997 gene:Os01g0117700 gene:Os01g0117700
gene:Os01g0117600 0.877123 1:1010258-1012400 gene:Os01g0117600 gene:Os01g0117600
gene:Os01g0117650 1.67106e-05 1:994711-997262 gene:Os01g0117650 gene:Os01g0117650
gene:Os01g0116900 11.8457 1:994954-997150 gene:Os01g0117900 gene:Os01g0116900
gene:Os01g0116600 12.2289 1:1016064-1019435 gene:Os01g0116900 gene:Os01g0116600
gene:Os01g0116800 0.778072 1:1016195-1017917 gene:Os01g0116600 gene:Os01g0116800
gene:Os01g0116901 0.227462 1:924450-956639 gene:Os01g0116800 gene:Os01g0116901
gene:Os01g0118000 9.87108 1:929883-934458 gene:Os01g0116901 gene:Os01g0117900
gene:Os01g0118033 4.22327e-09 1:935573-936704 gene:Os01g0118000 gene:Os01g0118000
gene:Os01g0118600 0.813335 1:935617-938250 gene:Os01g0118033 gene:Os01g0118033
gene:Os01g0118300 0.354786 1:1046603-1053166 gene:Os01g0118400 gene:Os01g0118600
gene:Os01g0118350 8.08535e-25 1:1047746-1052682 gene:Os01g0118600 gene:Os01g0118400
gene:Os01g0118400 6.69936 1:1066677-1069673 gene:Os01g0118300 gene:Os01g0118300
gene:Os01g0117900 57.1827 1:1078564-1081597 gene:Os01g0118350 gene:Os01g0118350
gene:Os01g0119050 9.95318 1:1089872-1090174 gene:Os01g0119000 gene:Os01g0119000
gene:Os01g0118700 4.63342 1:1071961-1074829 gene:Os01g0118700 gene:Os01g0119050
gene:Os01g0119000 0.790288 1:1090193-1092825 gene:Os01g0119050 gene:Os01g0118700
gene:Os01g0119100 6.66422 1:1057176-1059852 gene:Os01g0119100 gene:Os01g0119100
gene:Os01g0118066 0.453302 1:1125644-1127402 gene:Os01g0119800 gene:Os01g0119800
gene:Os01g0118100 16.0196 1:1103781-1106890 gene:Os01g0119500 gene:Os01g0119500
gene:Os01g0119800 0 1:1021423-1025533 gene:Os01g0118066 gene:Os01g0118066
gene:Os01g0119500 8.28547 1:1024185-1030112 gene:Os01g0118100 gene:Os01g0118100
gene:Os01g0120400 5.82848 1:1155292-1158444 gene:Os01g0120400 gene:Os01g0120300
gene:Os01g0120300 20.3661 1:1145919-1153828 gene:Os01g0120300 gene:Os01g0120400
gene:Os01g0120600 4.15775 1:1165736-1168396 gene:Os01g0120600 gene:Os01g0120600
gene:Os01g0120700 16.8239 1:1160197-1164619 gene:Os01g0120500 gene:Os01g0120700
gene:Os01g0120500 104.822 1:1181316-1182147 gene:Os01g0120700 gene:Os01g0121000
gene:Os01g0121000 0.0514167 1:1168736-1171126 gene:Os01g0121000 gene:Os01g0120500
gene:ENSRNA049471381 0 1:1215029-1215219 gene:ENSRNA049471381 gene:Os01g0120800
gene:Os01g0121500 0.149632 1:1217318-1218116 gene:Os01g0121500 gene:ENSRNA049471381
gene:Os01g0121600 2.04735 1:1223133-1223887 gene:Os01g0120800 gene:Os01g0121500
gene:Os01g0121300 6.01542 1:1198686-1203502 gene:Os01g0121600 gene:Os01g0121600
gene:Os01g0121400 1.51544e-07 1:1198957-1203465 gene:Os01g0121300 gene:Os01g0121300
gene:Os01g0121100 29.282 1:1171901-1179370 gene:Os01g0121400 gene:Os01g0121400
gene:Os01g0121200 0.569539 1:1240942-1242391 gene:Os01g0121100 gene:Os01g0121900
gene:Os01g0120800 25.0228 1:1238622-1240005 gene:Os01g0121200 gene:Os01g0121950
gene:Os01g0121900 0 1:1249880-1251421 gene:Os01g0121950 gene:Os01g0121800
gene:Os01g0121950 0 1:1232492-1236760 gene:Os01g0121900 gene:Os01g0122000
gene:Os01g0123500 0 1:1224011-1230500 gene:Os01g0121800 gene:Os01g0121100
gene:Os01g0121800 7.75519 1:1254027-1255635 gene:Os01g0123500 gene:Os01g0121200
gene:Os01g0122000 3.57219 1:1254330-1255339 gene:Os01g0122000 gene:Os01g0121700
gene:Os01g0123800 0.0338571 1:1183465-1186699 gene:Os01g0122200 gene:Os01g0122200
gene:Os01g0123700 5.08402 1:1186666-1191013 gene:Os01g0122367 gene:Os01g0122367
gene:Os01g0122534 0 1:1328171-1329191 gene:Os01g0122534 gene:Os01g0122534
gene:Os01g0122701 0 1:1264330-1265206 gene:Os01g0122701 gene:Os01g0122701
gene:Os01g0122200 0.109117 1:1264967-1265273 gene:Os01g0123800 gene:Os01g0123500
gene:Os01g0122367 1.71743e-07 1:1335863-1337407 gene:Os01g0123700 gene:Os01g0123800
gene:Os01g0121700 23.5378 1:1333751-1334769 gene:Os01g0121700 gene:Os01g0123700
gene:Os01g0124100 1.64627 1:1341367-1342277 gene:Os01g0123900 gene:Os01g0124100
gene:Os01g0124000 65.5882 1:1345117-1346047 gene:Os01g0124100 gene:Os01g0124000
gene:Os01g0124550 0 1:1356758-1361044 gene:Os01g0124000 gene:Os01g0124550
gene:Os01g0124600 0 1:1363709-1364282 gene:Os01g0124550 gene:Os01g0124600
gene:Os01g0124401 1.18687 1:1353704-1354767 gene:Os01g0124600 gene:Os01g0123900
gene:Os01g0124900 0 1:1347664-1348723 gene:Os01g0124401 gene:Os01g0124401
gene:Os01g0125000 0 1:1338240-1339098 gene:Os01g0124200 gene:Os01g0124900
gene:Os01g0123900 260.922 1:1365585-1366432 gene:Os01g0124900 gene:Os01g0124200
gene:Os01g0124200 46.0101 1:1365702-1366502 gene:Os01g0125000 gene:Os01g0124650
gene:Os01g0124650 5.4577 1:1369190-1374138 gene:Os01g0124650 gene:Os01g0124700
gene:Os01g0124700 0.820717 1:1375168-1376327 gene:Os01g0124700 gene:Os01g0125000
gene:Os01g0125500 0 1:1395979-1396825 gene:Os01g0125500 gene:Os01g0125500
gene:Os01g0125550 0.38642 1:1404815-1406889 gene:Os01g0125550 gene:Os01g0125550
gene:Os01g0125600 0.282189 1:1401418-1403419 gene:Os01g0125600 gene:Os01g0125600
gene:Os01g0125700 1.10766 1:1410986-1413093 gene:Os01g0125700 gene:Os01g0125700
gene:Os01g0125800 3.74296 1:1413838-1418982 gene:Os01g0125800 gene:Os01g0125800
gene:Os01g0125850 4.4358e-07 1:1413846-1418662 gene:Os01g0125850 gene:Os01g0125850
gene:Os01g0126000 0.104826 1:1433754-1434955 gene:Os01g0125900 gene:Os01g0126000
gene:Os01g0126100 0.0334637 1:1433995-1436809 gene:Os01g0126000 gene:Os01g0126100
gene:Os01g0125900 10.2725 1:1421692-1427650 gene:Os01g0126100 gene:Os01g0125900
gene:Os01g0126900 0 1:1486399-1488897 gene:Os01g0126900 gene:Os01g0126900
gene:Os01g0127200 0 1:1497240-1500606 gene:Os01g0127200 gene:Os01g0127200
gene:Os01g0127000 0 1:1490493-1492684 gene:Os01g0127000 gene:Os01g0127000
gene:Os01g0127100 0 1:1490992-1492680 gene:Os01g0127100 gene:Os01g0127100
gene:Os01g0127500 0 1:1508212-1510771 gene:Os01g0127500 gene:Os01g0127300
gene:Os01g0127450 0.864847 1:1511963-1512646 gene:Os01g0127300 gene:Os01g0127500
gene:Os01g0127400 2.56045 1:1504036-1508057 gene:Os01g0127450 gene:Os01g0127400
gene:Os01g0127300 8.39539 1:1513137-1514432 gene:Os01g0127400 gene:Os01g0127450
gene:Os01g0127600 5.93712 1:1515836-1516714 gene:Os01g0127600 gene:Os01g0127600
gene:Os01g0127700 0.246039 1:1437162-1445599 gene:Os01g0126200 gene:Os01g0127700
gene:Os01g0128000 0 1:1446848-1450473 gene:Os01g0126600 gene:Os01g0127900
gene:Os01g0126200 21.0134 1:1445540-1449450 gene:Os01g0126401 gene:Os01g0126200
gene:Os01g0126600 2.68366 1:1549240-1551011 gene:Os01g0127700 gene:Os01g0126600
gene:Os01g0126401 0.81987 1:1518246-1521601 gene:Os01g0127900 gene:Os01g0126401
gene:Os01g0127900 0.628193 1:1534134-1539601 gene:Os01g0128000 gene:Os01g0128000
gene:Os01g0128300 1.17154 1:1569643-1570940 gene:Os01g0128300 gene:Os01g0128300
gene:Os01g0128100 0.351982 1:1562617-1566554 gene:Os01g0128100 gene:Os01g0128100
gene:Os01g0128250 0.24373 1:1567452-1568989 gene:Os01g0128250 gene:Os01g0128250
gene:Os01g0128200 5.58559 1:1566146-1569467 gene:Os01g0128200 gene:Os01g0128200
gene:Os01g0128700 2.87641 1:1597485-1598510 gene:Os01g0128700 gene:Os01g0128700
gene:Os01g0128400 16.79 1:1571478-1576596 gene:Os01g0128400 gene:Os01g0128400
gene:Os01g0129200 0 1:1625158-1626574 gene:Os01g0129200 gene:Os01g0129200
gene:Os01g0129600 0 1:1657305-1658388 gene:Os01g0129600 gene:Os01g0129600
gene:Os01g0129800 0 1:1670474-1670997 gene:Os01g0129800 gene:Os01g0129800
gene:Os01g0129500 1.31289 1:1641271-1644151 gene:Os01g0131250 gene:Os01g0129500
gene:Os01g0129550 0.457892 1:1641525-1642777 gene:Os01g0130200 gene:Os01g0129550
gene:Os01g0130200 3.45515 1:1685426-1685810 gene:Os01g0129500 gene:Os01g0130200
gene:Os01g0131250 0 1:1733866-1738307 gene:Os01g0129550 gene:Os01g0131250
gene:Os01g0130900 2.12341 1:1712136-1712947 gene:Os01g0130900 gene:Os01g0130900
gene:Os01g0130400 0.631464 1:1698202-1703090 gene:Os01g0131300 gene:Os01g0131300
gene:Os01g0130500 0.0271874 1:1700522-1702512 gene:Os01g0130400 gene:Os01g0130400
gene:Os01g0130000 8.49851 1:1673502-1677066 gene:Os01g0130500 gene:Os01g0130500
gene:Os01g0130100 2.146e-12 1:1673865-1674692 gene:Os01g0130000 gene:Os01g0130000
gene:Os01g0128800 37.4992 1:1738867-1739820 gene:Os01g0130100 gene:Os01g0130100
gene:Os01g0131300 71.4901 1:1598994-1605729 gene:Os01g0128800 gene:Os01g0128800
gene:Os01g0131900 0 1:1754373-1757590 gene:Os01g0131900 gene:Os01g0131900
gene:Os01g0131800 5.29865 1:1757811-1758730 gene:Os01g0131800 gene:Os01g0131800
gene:Os01g0132200 0 1:1771496-1772410 gene:Os01g0132200 gene:Os01g0132200
gene:Os01g0132400 0 1:1760309-1761065 gene:Os01g0132000 gene:Os01g0132400
gene:Os01g0132000 21.3508 1:1764783-1770260 gene:Os01g0132400 gene:Os01g0132000
gene:Os01g0132500 1.48519 1:1765372-1768669 gene:Os01g0132500 gene:Os01g0132500
gene:Os01g0132700 6.67344 1:1776043-1778105 gene:Os01g0132050 gene:Os01g0132050
gene:Os01g0132050 0.0954181 1:1787869-1791456 gene:Os01g0132100 gene:Os01g0132100
gene:Os01g0132100 0.421396 1:1801982-1803280 gene:Os01g0132700 gene:Os01g0132766
gene:Os01g0132766 1.21577 1:1781074-1782386 gene:Os01g0132766 gene:Os01g0132700
gene:Os01g0133100 0 1:1838281-1839194 gene:Os01g0133200 gene:Os01g0133200
gene:Os01g0133200 0.273281 1:1834109-1836549 gene:Os01g0133100 gene:Os01g0133100
gene:Os01g0132800 7.3852 1:1813010-1817601 gene:Os01g0132800 gene:Os01g0132800
gene:Os01g0131600 39.3915 1:1844262-1849102 gene:Os01g0133400 gene:Os01g0131600
gene:Os01g0131450 28.614 1:1868092-1868762 gene:Os01g0133832 gene:Os01g0131450
gene:Os01g0133400 12.3694 1:1876912-1879901 gene:Os01g0134200 gene:Os01g0133832
gene:Os01g0133832 0.34417 1:1869485-1870071 gene:Os01g0133500 gene:Os01g0134200
gene:Os01g0134200 0.24587 1:1869772-1870408 gene:Os01g0133866 gene:Os01g0133400
gene:Os01g0133600 1.90202e-07 1:1849886-1856251 gene:Os01g0133900 gene:Os01g0133600
gene:Os01g0133650 0.216524 1:1857082-1858534 gene:Os01g0133600 gene:Os01g0133650
gene:Os01g0133866 1.36187e-05 1:1857804-1858452 gene:Os01g0133650 gene:Os01g0133500
gene:Os01g0133900 0.518951 1:1865026-1866109 gene:Os01g0131600 gene:Os01g0133866
gene:Os01g0133700 0 1:1865454-1866126 gene:Os01g0131450 gene:Os01g0133900
